CONSTITUENCY: ST. ANN NORTH EASTERN (24),,,,,,,,,
POLLING STATION LOCATION,,,,,,,,,
ELECTORAL DIVISION: EXCHANGE (5),,,,,,,,,
CONSTITUENCY: ST. ANN NORTH EASTERN (24),,,,,,,,,
POLLING STATION LOCATION,,,,,,,,,
ELECTORAL DIVISION: BEECHER TOWN (7),,,,,,,,,
27 27 PARRY TOWN PRIMARY SCHOOL,0,15,175,45,,2,237,59.70%,397
"28 28 BAPTIST CLASS HOUSE, NEW HOPE",0,2,60,13,,0,75,60.48%,124
29 29 BEECHER TOWN PRIMARY SCHOOL,1,11,86,24,,0,122,60.10%,203
30 30 BREADNUT HILL PRIMARY SCHOOL,0,4,29,67,,0,100,51.55%,194
31 31 BREADNUT HILL PRIMARY SCHOOL,0,10,53,137,,1,201,57.59%,349
35 35 MILE END COMMINITY CENTRE,1,20,46,119,,0,186,55.86%,333
36 36 BREADNUT HILL PRIMARY SCHOOL,0,6,45,70,,0,121,47.08%,257
37 37A BEECHER TOWN PRIMARY SCHOOL,0,1,54,23,,0,78,68.42%,114
37 37B BREADNUT HILL PRIMARY SCHOOL,0,8,41,68,,0,117,60.94%,192
38 38 BREADNUT HILL PRIMARY SCHOOL,0,14,19,153,,2,188,62.88%,299
39 39 BEECHER TOWN PRIMARY SCHOOL,0,3,56,27,,1,87,59.18%,147
40 40 EPWORTH PRIMARY SCHOOL,0,2,38,46,,0,86,59.72%,144
41 41 STEER TOWN BASIC SCHOOL,2,7,75,46,,1,131,45.33%,289
42 42A STEER TOWN JUNIOR HIGH,0,8,99,58,,2,167,65.23%,256
42 42B STEER TOWN JUNIOR HIGH,1,4,71,42,,2,120,62.50%,192
42 42C STEER TOWN JUNIOR HIGH,0,10,68,49,,0,127,61.06%,208
93 93 PARRY TOWN PRIMARY SCHOOL,0,4,126,20,,1,151,62.40%,242
94 94A DRAXS HALL POLO CLUB,0,4,88,47,,2,141,55.08%,256
94 94B DRAXS HALL POLO CLUB,0,3,75,39,,3,120,55.81%,215
ELECTORAL DIVISION TOTALS 19 PSs,5,136,"1,304","1,093",0,17,"2,555",57.92%,"4,411"
CONSTITUENCY: ST. ANN NORTH EASTERN (24),,,,,,,,,
POLLING STATION LOCATION,,,,,,,,,
ELECTORAL DIVISION: LIME HALL (8),,,,,,,,,
43 43 STEER TOWN JUNIOR HIGH,0,3,147,88,,4,242,65.41%,370
44 44 STEER TOWN JUNIOR HIGH,0,5,104,99,,0,208,59.77%,348
45 45 STEER TOWN JUNIOR HIGH,0,5,105,90,,1,201,70.53%,285
46 46 STEER TOWN JUNIOR HIGH,0,2,38,171,,0,211,65.73%,321
47 47 LAURISTON CHURCH DAVIS TOWN,0,4,23,118,,0,145,66.21%,219
48 48 CHALKY HILL PRIMARY SCHOOL,3,5,73,153,,0,234,65.73%,356
49 49 HIGGIN TOWN BASIC SCHOOL,1,11,104,20,,3,139,68.47%,203
50 50A GEORGE POWELL'S PREMISES LUMSDEN,1,8,41,19,,0,69,65.09%,106
"50 50B IONIE COMRIE PREMISES, HIGGIN TOWN",2,8,45,18,,0,73,70.87%,103
51 51 EARL LUGG'S PREMISES LUMSDEN,1,18,92,62,,1,174,62.14%,280
52 52 GEORGE POWELL'S PREMISES LUMSDEN,0,13,20,19,,0,52,46.02%,113
53 53 LIME HALL PRIMARY SCHOOL,1,5,85,51,,1,143,62.45%,229
54 54 LIME HALL PRIMARY SCHOOL,0,8,84,40,,1,133,51.55%,258
55 55 LIME HALL PRIMARY SCHOOL,0,6,68,36,,0,110,68.75%,160
"56 56 FLORENCE WILLIAM'S PREMISES, HIGGIN TOWN",0,18,103,28,,0,149,67.73%,220
57 57 LIME HALL PRIMARY SCHOOL,0,5,116,77,,0,198,60.00%,330
58 58A LIME HALL PRIMARY SCHOOL,1,5,138,19,,0,163,63.67%,256
58 58B LIME HALL PRIMARY SCHOOL,1,1,59,28,,1,90,62.07%,145
59 59 HIGGIN TOWN BASIC SCHOOL,3,12,85,53,,2,155,58.49%,265
60 60A DRAXS HALL POLO CLUB,0,11,52,91,,0,154,60.16%,256
60 60B DRAXS HALL POLO CLUB,0,9,55,88,,0,152,59.38%,256
60 60C DRAXS HALL POLO CLUB,0,9,43,87,,0,139,56.05%,248
95 95 LAURISTON CHURCH DAVIS TOWN,0,21,29,84,,0,134,55.83%,240
ELECTORAL DIVISION TOTALS 23 PSs,14,192,"1,709","1,539",0,14,"3,468",62.30%,"5,567"
CONSTITUENCY: ST. ANN NORTH EASTERN (24),,,,,,,,,
POLLING STATION LOCATION,,,,,,,,,
ELECTORAL DIVISION: ST ANN'S BAY (9),,,,,,,,,
61 61 ST. ANNS BAY PRIMARY SCHOOL,1,7,69,81,,1,159,75.71%,210
62 62A BETHEL BASIC SCHOOL,0,1,82,56,,0,139,72.40%,192
62 62B BETHEL BASIC SCHOOL,0,1,83,48,,2,134,68.37%,196
63 63 BETHEL BASIC SCHOOL,2,9,163,68,,0,242,66.12%,366
64 64 BETHEL BASIC SCHOOL,1,8,107,70,,0,186,63.70%,292
65 65 ST. ANNS BAY PRIMARY SCHOOL,0,4,93,88,,3,188,62.05%,303
66 66 ST. ANNS BAY PRIMARY SCHOOL,0,4,52,53,,0,109,51.66%,211
67 67 ST. ANNS BAY PRIMARY SCHOOL,0,11,115,83,,1,210,59.66%,352
68 68 ST. ANNS BAY PRIMARY SCHOOL,0,3,55,46,,0,104,59.43%,175
69 69 ST. ANNS BAY PRIMARY SCHOOL,0,2,61,93,,1,157,65.97%,238
70 70 ST. ANNS BAY PRIMARY SCHOOL,0,2,32,26,,0,60,50.42%,119
71 71 ST. ANNS BAY PRIMARY SCHOOL,0,1,74,57,,0,132,72.53%,182
72 72 ST. ANNS BAY PRIMARY SCHOOL,0,7,35,47,,0,89,55.97%,159
73 73 ST. ANNS BAY PRIMARY SCHOOL,0,4,43,16,,0,63,52.94%,119
74 74 ST. ANNS BAY PRIMARY SCHOOL,0,4,39,60,,0,103,57.54%,179
75 75 ST. ANNS BAY PRIMARY SCHOOL,0,3,63,104,,1,171,62.41%,274
76 76 ST. ANNS BAY PRIMARY SCHOOL,0,2,92,91,,0,185,56.06%,330
77 77 LIME HALL PRIMARY SCHOOL,2,10,84,59,,2,157,52.16%,301
78 78 PRIORY PRIMARY SCHOOL,1,5,62,179,,1,248,61.23%,405
"79 79 THE INFIRMARY, PRIORY",1,1,26,73,,0,101,58.05%,174
80 80 SEVILLE HEIGHTS PLAYFIELD,0,2,42,74,,0,118,62.77%,188
81 81 PRIORY PRIMARY SCHOOL,0,3,29,103,,0,135,66.83%,202
82 82 PRIORY PRIMARY SCHOOL,1,3,61,144,,1,210,69.08%,304
83 83 SEVILLE HEIGHTS PLAYFIELD,0,5,38,51,,0,94,57.32%,164
84 84 NEW SEVILLE BASIC SCHOOL,0,7,156,81,,0,244,70.72%,345
85 85 NEW SEVILLE BASIC SCHOOL,0,11,102,72,,0,185,62.50%,296
86 86 NEW SEVILLE BASIC SCHOOL,0,7,37,75,,0,119,62.63%,190
87 87 SEVILLE HEIGHTS PLAYFIELD,0,1,49,67,,0,117,62.57%,187
ELECTORAL DIVISION TOTALS 28 PSs,9,128,"1,944","2,065",0,13,"4,159",62.51%,"6,653"
CONSTITUENCY TOTALS 114 PSs,42,742,"7,324","7,797",0,77,"15,982",58.25%,"27,437"
